pref_name,station_name,line_name,station_lat,station_lon,passenger_2017,passenger_2018,passenger_2019
神奈川県,幸浦,横浜シーサイドライン,35.358398,139.643621,5640,5748,5617
千葉県,幸谷,流鉄流山線,35.826547,139.919966,4589,4565,4533
東京都,広尾,東京メトロ日比谷線,35.651257,139.722268,63049,63171,62588
東京都,庚申塚,都電荒川線,35.739609,139.729846,2450,2450,2450
東京都,府中,京王線,35.672222,139.480453,90224,90316,88769
東京都,府中本町,ＪＲ南武線(川崎－立川),35.666195,139.477204,34642,34978,34978
東京都,府中競馬正門前,京王競馬場線,35.668334,139.485148,3175,3229,2922
神奈川県,座間,小田急小田原線,35.480685,139.399941,21449,21200,20833
神奈川県,弁天橋,ＪＲ鶴見線(鶴見－扇町),35.495967,139.689777,0,0,0
神奈川県,弘明寺,横浜市営地下鉄ブルーライン,35.422862,139.602066,50408,50508,49941
神奈川県,弥生台,相鉄いずみ野線,35.429721,139.506712,15048,15123,15055
神奈川県,強羅,箱根登山鉄道(箱根湯本－強羅),35.250899,139.048259,11396,6279,4549
神奈川県,彫刻の森,箱根登山鉄道(箱根湯本－強羅),35.246677,139.050759,849,829,636
埼玉県,影森,秩父鉄道(西武秩父－影森),35.971989,139.068251,473,493,472
東京都,後楽園,東京メトロ丸ノ内線(池袋－荻窪),35.70739,139.751791,105720,107378,106481
千葉県,御宿,ＪＲ外房線,35.188012,140.351986,1198,1128,1128
東京都,御岳山,御岳登山鉄道御岳山ケーブル,35.789593,139.153475,713,730,576
東京都,御嶽,ＪＲ青梅線,35.801425,139.182916,0,0,0
東京都,御嶽山,東急池上線,35.585263,139.682413,26865,27422,27248
東京都,御徒町,ＪＲ京浜東北線,35.707391,139.774844,133950,141074,141074
東京都,御成門,都営地下鉄三田線,35.661007,139.751403,46629,49149,52228
埼玉県,御花畑,西武秩父線(横瀬－御花畑),35.992431,139.083777,2761,2660,2578
東京都,御茶ノ水,ＪＲ中央本線(東京－塩尻),35.699835,139.76379,269125,271833,271061
埼玉県,志久,ニューシャトル,35.990969,139.62226,4030,4021,3926
埼玉県,志木,東武東上線,35.822236,139.575216,105247,105694,104698
東京都,志村三丁目,都営地下鉄三田線,35.777521,139.686264,32427,32385,32536
東京都,志村坂上,都営地下鉄三田線,35.776298,139.694875,31211,31301,30924
千葉県,志津,京成本線,35.717452,140.145007,16270,16036,15716
東京都,志茂,東京メトロ南北線,35.777826,139.732788,12425,12583,13794
東京都,恋ケ窪,西武国分寺線,35.71094,139.464175,0,0,0
神奈川県,恩田,こどもの国線,35.545569,139.492097,843,854,827
東京都,恵比寿,ＪＲ湘南新宿ライン,35.646841,139.709297,406056,415337,413194
千葉県,愛宕,東武アーバンパークライン(大宮－柏),35.950144,139.864826,9747,9900,9928
神奈川県,愛甲石田,小田急小田原線,35.417664,139.344087,53371,54476,54602
東京都,成城学園前,小田急小田原線,35.640173,139.598945,89468,89856,88692
東京都,成増,東武東上線,35.777575,139.632935,59640,59738,58587
千葉県,成東,ＪＲ総武本線,35.608385,140.410851,5780,5692,5692
東京都,成瀬,ＪＲ横浜線,35.535348,139.472794,37916,38366,38366
千葉県,成田,ＪＲ成田線(成田－成田空港),35.777837,140.314102,31126,32394,32394
千葉県,成田湯川,京成成田スカイアクセス線,35.799612,140.291186,1431,1476,1526
千葉県,成田空港,京成本線,35.766006,140.386457,38741,42244,42547
千葉県,我孫子,ＪＲ常磐線快速,35.872627,140.010789,61732,63168,63168
神奈川県,戸塚,ＪＲ東海道本線(東京－熱海),35.400475,139.534323,312159,315345,314048
埼玉県,戸塚安行,埼玉高速鉄道,35.858763,139.753728,15000,16000,16400
埼玉県,戸田,ＪＲ埼京線,35.817655,139.669597,38778,41822,41822
埼玉県,戸田公園,ＪＲ埼京線,35.808045,139.678042,68258,69888,69888
東京都,戸越,都営地下鉄浅草線,35.614316,139.716186,21786,22384,22712
東京都,戸越公園,東急大井町線,35.608789,139.718075,14268,13718,13681
東京都,戸越銀座,東急池上線,35.615983,139.714964,20635,20860,20468
神奈川県,戸部,京急本線,35.456748,139.619534,16011,16337,16841
埼玉県,所沢,西武池袋線(池袋－飯能),35.786544,139.473338,102732,104984,102368
東京都,扇大橋,日暮里・舎人ライナー,35.763774,139.770814,9565,9874,10144
神奈川県,扇町,ＪＲ鶴見線(鶴見－扇町),35.501356,139.722413,0,0,0
埼玉県,折原,ＪＲ八高線(高麗川－高崎),36.09631,139.195208,0,0,0
東京都,押上,都営地下鉄浅草線,35.710613,139.813313,0,0,0
東京都,拝島,ＪＲ五日市線,35.721132,139.343657,96105,97630,97177
埼玉県,持田,秩父鉄道,36.137672,139.441629,964,938,913
埼玉県,指扇,ＪＲ川越線,35.917142,139.565102,22244,22068,22068
東京都,整備場,東京モノレール羽田空港線,35.555017,139.753519,2472,2601,2336
東京都,新三河島,京成本線,35.737221,139.774037,5977,6032,6031
埼玉県,新三郷,ＪＲ武蔵野線,35.858626,139.869356,31404,32160,32160
東京都,新中野,東京メトロ丸ノ内線(池袋－荻窪),35.697445,139.669492,35626,36122,36488
神奈川県,新丸子,東急東横線,35.580597,139.661943,27287,27569,27539
埼玉県,新井宿,埼玉高速鉄道,35.842931,139.738174,11000,11500,11700
東京都,新井薬師前,西武新宿線,35.715777,139.671907,23023,22880,22176
東京都,新代田,京王井の頭線,35.662588,139.660522,9835,9814,9619
千葉県,新八柱,ＪＲ武蔵野線,35.79194,139.938381,48990,49906,49906
千葉県,新千葉,京成千葉線,35.612434,140.108265,1829,1995,2025
埼玉県,新古河,東武日光線,36.192726,139.686913,1794,1725,1631
東京都,新大久保,ＪＲ山手線,35.701028,139.700211,87858,102876,102876
東京都,新大塚,東京メトロ丸ノ内線(池袋－荻窪),35.72611,139.729402,25491,26103,25868
神奈川県,新大津,京急久里浜線,35.256798,139.690122,6900,6857,6797
神奈川県,新子安,ＪＲ京浜東北線,35.487051,139.654781,45868,47684,47684
東京都,新宿,小田急小田原線,35.690725,139.699851,3511972,4225110,3265570
東京都,新宿三丁目,東京メトロ副都心線,35.690447,139.705129,236192,242071,239823
東京都,新宿御苑前,東京メトロ丸ノ内線(池袋－荻窪),35.688475,139.710989,52630,54035,54912
東京都,新宿西口,都営地下鉄大江戸線,35.69378,139.699018,59709,62082,61649
東京都,新富町,東京メトロ有楽町線,35.670672,139.773568,41479,40846,43838
東京都,新小岩,ＪＲ中央・総武線各駅停車,35.716779,139.858281,150778,154408,154408
東京都,新小平,ＪＲ武蔵野線,35.730799,139.470506,23018,22978,22978
東京都,新小金井,西武多摩川線,35.695693,139.526281,3780,3966,4041
神奈川県,新川崎,ＪＲ横須賀線,35.551377,139.671748,54528,58814,58814
東京都,新庚申塚,都電荒川線,35.741553,139.73068,2649,2649,2649
埼玉県,新座,ＪＲ武蔵野線,35.803766,139.556247,40540,42008,42008
東京都,新御徒町,つくばエクスプレス,35.706836,139.783177,94481,99511,104512
東京都,新御茶ノ水,東京メトロ千代田線(綾瀬－代々木上原),35.696892,139.765401,97514,98366,96949
埼玉県,新所沢,西武新宿線,35.806763,139.456116,55627,55856,54822
東京都,新整備場,東京モノレール羽田空港線,35.542797,139.787323,4508,4910,5248
東京都,新日本橋,ＪＲ総武線快速,35.688921,139.774012,36614,38658,38658
千葉県,新木,ＪＲ成田線(我孫子－成田),35.862352,140.106948,5874,5816,5816
東京都,新木場,東京メトロ有楽町線,35.646148,139.827425,327437,337994,335513
神奈川県,新杉田,ＪＲ根岸線,35.38681,139.619511,111004,109540,108932
千葉県,新松戸,ＪＲ武蔵野線,35.825436,139.921216,76876,78650,78650
神奈川県,新松田,小田急小田原線,35.345085,139.139885,24238,24088,22946
東京都,新板橋,都営地下鉄三田線,35.748801,139.719486,30711,30973,30233
千葉県,新柏,東武アーバンパークライン(柏－船橋),35.838463,139.966571,20337,20433,20417
東京都,新柴又,北総鉄道北総線,35.751359,139.880333,4544,4688,4862
東京都,新桜台,西武有楽町線,35.74133,139.669018,9228,9532,9923
千葉県,新検見川,ＪＲ中央・総武線各駅停車,35.651818,140.07296,46010,46092,46092
神奈川県,新横浜,ＪＲ横浜線,35.50741,139.617644,196770,205554,269903
東京都,新橋,都営地下鉄浅草線,35.666562,139.758181,958018,986926,974351
東京都,新江古田,都営地下鉄大江戸線,35.732664,139.67013,28035,28824,30008
埼玉県,新河岸,東武東上線,35.890643,139.497275,24912,25808,25833
千葉県,新津田沼,新京成線,35.690202,140.023796,69577,69491,68731
千葉県,新浦安,ＪＲ京葉線,35.649649,139.912918,111458,114516,114516
埼玉県,新狭山,西武新宿線,35.873977,139.433503,21442,21055,20559
埼玉県,新田,東武スカイツリーライン(浅草－東武動物公園),35.853875,139.795724,31697,31606,31295
千葉県,新田野,いすみ鉄道,35.27603,140.328317,12,17,14
埼玉県,新白岡,ＪＲ宇都宮線,36.038714,139.672115,13706,14020,14020
神奈川県,新百合ケ丘,小田急多摩線,35.60373,139.507537,0,0,0
東京都,新秋津,ＪＲ武蔵野線,35.77785,139.493392,77166,77820,77820
神奈川県,新羽,横浜市営地下鉄ブルーライン,35.527407,139.612088,21164,21668,21430
千葉県,新習志野,ＪＲ京葉線,35.667426,140.012964,27050,27122,27122
千葉県,新船橋,東武アーバンパークライン(柏－船橋),35.711338,139.979799,13544,13870,13943
神奈川県,新芝浦,ＪＲ鶴見線(浅野－海芝浦),35.491635,139.700249,0,0,0
千葉県,新茂原,ＪＲ外房線,35.449538,140.300007,2452,2466,2466
東京都,新豊洲,ゆりかもめ,35.648786,139.790123,3924,6642,6796
埼玉県,新越谷,東武スカイツリーライン(浅草－東武動物公園),35.875178,139.789918,152540,153304,151316
神奈川県,新逗子,京急逗子線,35.294736,139.580546,0,0,0
埼玉県,新郷,秩父鉄道,36.171197,139.510511,303,300,305
千葉県,新鎌ケ谷,京成成田スカイアクセス線,35.779609,139.998989,0,0,0
東京都,新馬場,京急本線,35.617594,139.741379,16867,16667,16979
東京都,新高円寺,東京メトロ丸ノ内線(池袋－荻窪),35.69775,139.648299,37291,38161,38044
神奈川県,新高島,みなとみらい線,35.461859,139.626535,6082,6290,7039
東京都,新高島平,都営地下鉄三田線,35.790046,139.654516,10025,9997,10000
東京都,方南町,東京メトロ丸ノ内線(中野坂上－方南町),35.683446,139.657494,37224,38064,39769
東京都,旗の台,東急池上線,35.604817,139.702521,40242,40633,40276
東京都,日の出,ゆりかもめ,35.649064,139.759015,2282,2425,2322
神奈川県,日ノ出町,京急本線,35.445583,139.62684,28391,28814,28487
神奈川県,日吉,横浜市営地下鉄グリーンライン,35.553043,139.646778,287255,292981,291209
神奈川県,日吉本町,横浜市営地下鉄グリーンライン,35.549905,139.633474,16102,16562,16738
千葉県,日向,ＪＲ総武本線,35.628354,140.362798,2066,1848,1848
東京都,日向和田,ＪＲ青梅線,35.787928,139.230025,0,0,0
東京都,日暮里,日暮里・舎人ライナー,35.728777,139.771232,376082,388405,388107
神奈川県,日本大通り,みなとみらい線,35.446861,139.642367,25938,27335,27025
東京都,日本橋,東京メトロ銀座線,35.681838,139.774568,286703,296715,301576
東京都,日比谷,都営地下鉄三田線,35.675172,139.759847,191799,213471,212430
埼玉県,日進,ＪＲ川越線,35.931558,139.60618,26894,27380,27380
東京都,日野,ＪＲ中央線快速,35.679248,139.393987,54624,54514,54514
神奈川県,早川,ＪＲ東海道本線(東京－熱海),35.239068,139.14539,2710,2704,2704
東京都,早稲田,東京メトロ東西線,35.705667,139.722237,85549,85862,84463
神奈川県,早雲山,箱根ロープウェイ,35.246399,139.035593,4363,4260,2663
千葉県,旭,ＪＲ総武本線,35.721821,140.655131,3632,3580,3580
東京都,明大前,京王線,35.668365,139.650412,108231,110244,110961
埼玉県,明戸,秩父鉄道,36.142919,139.303252,284,302,286
東京都,明治神宮前,東京メトロ副都心線,35.668505,139.70513,105537,109528,111354
埼玉県,明覚,ＪＲ八高線(高麗川－高崎),36.003295,139.288787,0,0,0
神奈川県,星川,相鉄本線,35.458052,139.59537,29444,28829,28302
東京都,春日,都営地下鉄大江戸線,35.708779,139.753179,127727,130481,131857
埼玉県,春日部,東武アーバンパークライン(大宮－柏),35.97975,139.752361,72856,72186,71071
神奈川県,昭和,ＪＲ鶴見線(鶴見－扇町),35.506495,139.724024,0,0,0
東京都,昭和島,東京モノレール羽田空港線,35.570461,139.749853,6236,6488,6569
東京都,昭島,ＪＲ青梅線,35.713549,139.360906,52636,52516,52516
東京都,是政,西武多摩川線,35.656307,139.488786,7902,7830,7838
東京都,曙橋,都営地下鉄新宿線,35.692308,139.722571,38039,39127,39245
東京都,曳舟,東武スカイツリーライン(浅草－東武動物公園),35.718363,139.816701,27559,28623,29498
東京都,月島,都営地下鉄大江戸線,35.664479,139.784568,147741,151498,152577
千葉県,月崎,小湊鉄道,35.302051,140.139471,12,15,15
東京都,有明,ゆりかもめ,35.634343,139.793457,5061,5781,5818
東京都,有明テニスの森,ゆりかもめ,35.639898,139.789013,3942,4164,5022
東京都,有楽町,東京メトロ有楽町線,35.67545,139.762624,513478,523373,523003
埼玉県,朝霞,東武東上線,35.7971,139.600188,68891,69753,69779
埼玉県,朝霞台,東武東上線,35.814625,139.586855,163056,162963,161762
千葉県,木下,ＪＲ成田線(我孫子－成田),35.838938,140.148418,4180,4148,4148
東京都,木場,東京メトロ東西線,35.669367,139.80676,77101,78116,77866
千葉県,木更津,ＪＲ内房線,35.381595,139.926236,27792,27692,27692
東京都,末広町,東京メトロ銀座線,35.702724,139.771789,24743,25626,26689
千葉県,本八幡,ＪＲ中央・総武線各駅停車,35.72092,139.927192,196193,200720,201492
千葉県,本千葉,ＪＲ外房線,35.601075,140.121042,21596,23210,23210
神奈川県,本厚木,小田急小田原線,35.439357,139.364307,153190,154698,151791
埼玉県,本川越,西武新宿線,35.914113,139.481387,52603,53880,53230
埼玉県,本庄,ＪＲ高崎線,36.236129,139.188619,20630,19944,19944
埼玉県,本庄早稲田,ＪＲ北陸新幹線,36.218992,139.179315,4340,4556,4556
東京都,本所吾妻橋,都営地下鉄浅草線,35.708502,139.804313,19111,19361,19630
千葉県,本納,ＪＲ外房線,35.482118,140.307421,3348,3280,3280
東京都,本蓮沼,都営地下鉄三田線,35.768799,139.702209,24960,25738,26019
東京都,本郷三丁目,東京メトロ丸ノ内線(池袋－荻窪),35.707113,139.759984,78578,79506,78941
神奈川県,本郷台,ＪＲ根岸線,35.367423,139.550295,37486,37546,37546
千葉県,本銚子,銚子電鉄,35.730906,140.847226,56,76,77
東京都,本駒込,東京メトロ南北線,35.724527,139.753761,23338,23531,22933
神奈川県,本鵠沼,小田急江ノ島線,35.331064,139.475303,13632,13892,13938
埼玉県,杉戸高野台,東武日光線,36.051547,139.714638,11939,11785,11512
神奈川県,杉田,京急本線,35.383534,139.615872,34651,34511,33761
千葉県,村上,東葉高速鉄道,35.723645,140.118426,5875,5952,6030
東京都,東あずま,東武亀戸線,35.707058,139.831923,7940,8099,8061
千葉県,東中山,京成本線,35.714393,139.952885,6902,6959,6807
東京都,東中神,ＪＲ青梅線,35.706356,139.384487,14210,14378,14378
東京都,東中野,ＪＲ中央本線(東京－塩尻),35.706278,139.683602,109007,110223,110122
東京都,東久留米,西武池袋線(池袋－飯能),35.760298,139.533945,54949,55076,54968
東京都,東京,ＪＲ山手線,35.68131,139.767234,1090666,1152605,1339555
東京都,東京テレポート,東京臨海高速鉄道りんかい線,35.627427,139.778125,63300,66200,67379
千葉県,東京ディズニーシー・ステーション,ディズニーリゾートライン(ベイサイド－リゾートゲートウェイ),35.627401,139.889561,0,0,0
千葉県,東京ディズニーランド・ステーション,ディズニーリゾートライン(リゾートゲートウェイ－ベイサイド),35.636011,139.878728,0,0,0
東京都,東伏見,西武新宿線,35.728662,139.564222,25156,25240,24951
東京都,東北沢,小田急小田原線,35.665504,139.672993,6729,7071,7335
東京都,東十条,ＪＲ京浜東北線,35.76294,139.727706,45966,48540,48540
千葉県,東千葉,ＪＲ総武本線,35.616851,140.122097,4598,5136,5136
東京都,東向島,東武スカイツリーライン(浅草－東武動物公園),35.725029,139.819423,19107,19558,20442
埼玉県,東吾野,西武池袋線(飯能－吾野),35.892084,139.260712,493,475,456
東京都,東大前,東京メトロ南北線,35.717,139.758289,29401,29741,29051
東京都,東大和市,西武拝島線,35.732938,139.43451,26029,25965,25177
埼玉県,東大宮,ＪＲ宇都宮線,35.948723,139.640316,65284,66702,66702
東京都,東大島,都営地下鉄新宿線,35.689755,139.847172,32646,32728,32240
埼玉県,東宮原,ニューシャトル,35.942668,139.618123,4725,4847,4925
東京都,東小金井,ＪＲ中央本線(東京－塩尻),35.701554,139.523754,61004,63106,63106
東京都,東尾久三丁目,都電荒川線,35.745442,139.774009,1563,1563,1563
神奈川県,東山北,ＪＲ御殿場線,35.357694,139.107832,0,0,1681
神奈川県,東山田,横浜市営地下鉄グリーンライン,35.554071,139.604865,10543,10874,10485
埼玉県,東岩槻,東武アーバンパークライン(大宮－柏),35.963335,139.712254,20796,20748,20454
埼玉県,東川口,ＪＲ武蔵野線,35.875233,139.744145,100908,105646,106546
東京都,東府中,京王線,35.669029,139.495229,21342,21787,21274
千葉県,東成田,芝山鉄道,35.770061,140.387262,1723,1822,1796
千葉県,東我孫子,ＪＲ成田線(我孫子－成田),35.868933,140.047564,0,0,0
神奈川県,東戸塚,ＪＲ横須賀線,35.430472,139.556763,116800,118658,118658
埼玉県,東所沢,ＪＲ武蔵野線,35.794599,139.513806,30836,31064,31064
東京都,東新宿,東京メトロ副都心線,35.69878,139.707628,83255,86126,85761
東京都,東日本橋,都営地下鉄浅草線,35.69217,139.784844,83290,85113,84888
東京都,東村山,西武西武園線,35.760491,139.46584,49492,49488,48934
東京都,東松原,京王井の頭線,35.662643,139.655661,18751,18670,18499
埼玉県,東松山,東武東上線,36.034849,139.401721,29485,29365,28778
千葉県,東松戸,ＪＲ武蔵野線,35.770443,139.943994,57711,60552,60744
神奈川県,東林間,小田急江ノ島線,35.520488,139.438909,21779,22101,22006
千葉県,東横田,ＪＲ久留里線,35.386235,140.036448,0,0,0
埼玉県,東武動物公園,東武スカイツリーライン(浅草－東武動物公園),36.024856,139.726694,32463,32289,31354
埼玉県,東武竹沢,東武東上線,36.07548,139.237566,768,757,877
東京都,東武練馬,東武東上線,35.768604,139.661878,60646,61196,60574
埼玉県,東毛呂,東武越生線,35.946884,139.315399,5675,5729,5637
東京都,東池袋,東京メトロ有楽町線,35.72586,139.718986,44044,44462,44120
東京都,東池袋四丁目,都電荒川線,35.725444,139.720403,3743,3743,3743
埼玉県,東浦和,ＪＲ武蔵野線,35.864122,139.704647,56744,58078,58078
千葉県,東浪見,ＪＲ外房線,35.347106,140.376699,0,0,0
神奈川県,東海大学前,小田急小田原線,35.373139,139.271262,40950,39974,38909
千葉県,東海神,東葉高速鉄道,35.705867,139.980577,8083,8396,8531
千葉県,東清川,ＪＲ久留里線,35.390011,139.985814,0,0,0
神奈川県,東白楽,東急東横線,35.483189,139.629561,14190,14781,15031
神奈川県,東神奈川,ＪＲ横浜線,35.477885,139.633339,71968,74756,74756
東京都,東福生,ＪＲ八高線(八王子－高麗川),35.745823,139.335878,0,0,0
東京都,東秋留,ＪＲ五日市線,35.725908,139.310909,9598,9438,9438
千葉県,東総元,いすみ鉄道,35.259474,140.247603,3,3,3
千葉県,東船橋,ＪＲ中央・総武線各駅停車,35.699839,140.004436,38888,40464,40464
千葉県,東葉勝田台,東葉高速鉄道,35.715895,140.125759,31391,31927,31911
埼玉県,東行田,秩父鉄道,36.147477,139.468293,2362,2388,2352
神奈川県,東逗子,ＪＲ横須賀線,35.298653,139.601127,10248,10140,10140
千葉県,東金,ＪＲ東金線,35.56025,140.363607,8578,8476,8476
東京都,東銀座,都営地下鉄浅草線,35.669617,139.767069,174228,178001,178581
東京都,東長崎,西武池袋線(池袋－飯能),35.730192,139.683017,28089,28018,27613
神奈川県,東門前,京急大師線,35.536602,139.734327,12616,13016,13062
東京都,東陽町,東京メトロ東西線,35.669618,139.817731,126363,124790,122629
東京都,東雲,東京臨海高速鉄道りんかい線,35.640732,139.804012,13700,14400,14673
東京都,東青梅,ＪＲ青梅線,35.7899,139.272326,13380,13114,13114
埼玉県,東飯能,西武池袋線(飯能－吾野),35.852672,139.325986,16970,17037,17007
東京都,東高円寺,東京メトロ丸ノ内線(池袋－荻窪),35.697917,139.658298,36043,36410,35987
埼玉県,東鷲宮,ＪＲ宇都宮線,36.089459,139.679223,20198,19932,19932
東京都,松が谷,多摩モノレール,35.631837,139.422099,1208,1280,2713
埼玉県,松久,ＪＲ八高線(高麗川－高崎),36.172969,139.18215,0,0,0
東京都,松原,東急世田谷線,35.660033,139.642023,3550,3744,3740
千葉県,松尾,ＪＲ総武本線,35.635965,140.457679,2002,1878,1878
千葉県,松岸,ＪＲ成田線(千葉－銚子),35.739544,140.795285,1004,914,914
千葉県,松戸,ＪＲ常磐線各駅停車,35.784329,139.900664,307183,305739,305522
千葉県,松戸新田,新京成線,35.790661,139.922439,6497,6668,6681
神奈川県,松田,ＪＲ御殿場線,35.346863,139.137414,0,0,6470
東京都,松陰神社前,東急世田谷線,35.643979,139.655274,10867,11462,11448
千葉県,松飛台,北総鉄道北総線,35.775081,139.95752,5116,5218,5185
東京都,板橋,ＪＲ埼京線,35.746024,139.719569,67044,68910,68910
東京都,板橋区役所前,都営地下鉄三田線,35.751246,139.710264,34647,35198,35277
東京都,板橋本町,都営地下鉄三田線,35.76105,139.705653,34846,35670,36282
千葉県,柏,ＪＲ常磐線,35.8621,139.970932,395238,400695,400105
千葉県,柏たなか,つくばエクスプレス,35.910706,139.957597,9800,11700,13600
千葉県,柏の葉キャンパス,つくばエクスプレス,35.89293,139.952321,33000,34400,36100
神奈川県,柳小路,江ノ島電鉄,35.327343,139.485219,2657,2772,2714
埼玉県,柳瀬川,東武東上線,35.830679,139.562022,20787,20540,20264
埼玉県,柳生,東武日光線,36.206641,139.659553,1471,1392,1196
東京都,柴又,京成金町線,35.756665,139.8755,10050,9742,9631
東京都,柴崎,京王線,35.65417,139.566835,18153,18114,18042
東京都,柴崎体育館,多摩モノレール,35.689803,139.40932,2200,2245,4361
神奈川県,柿生,小田急小田原線,35.589815,139.497955,37504,38270,37634
東京都,栄町,都電荒川線,35.750997,139.742345,1328,1347,1377
神奈川県,栗平,小田急多摩線,35.605979,139.480928,23268,24124,24606
埼玉県,栗橋,東武日光線,36.136788,139.694219,36131,36895,36704
神奈川県,栢山,小田急小田原線,35.310339,139.14272,9112,8921,8589
神奈川県,根岸,ＪＲ根岸線,35.41578,139.635063,43622,43896,43896
神奈川県,根府川,ＪＲ東海道本線(東京－熱海),35.202712,139.138503,0,0,0
東京都,根津,東京メトロ千代田線(綾瀬－代々木上原),35.717417,139.76565,28598,29196,29579
神奈川県,桃源台,箱根ロープウェイ,35.237844,138.994596,0,0,0
神奈川県,桜ケ丘,小田急江ノ島線,35.450469,139.465632,0,0,0
東京都,桜上水,京王線,35.667559,139.631913,39110,38792,38001
東京都,桜台,西武池袋線(池袋－飯能),35.738691,139.662379,14491,15087,14889
東京都,桜新町,東急田園都市線,35.631674,139.645219,72687,73447,73288
千葉県,桜木,千葉都市モノレール２号線,35.63135,140.161066,3593,3582,3621
神奈川県,桜木町,横浜市営地下鉄ブルーライン,35.450194,139.630979,178396,181244,181551
埼玉県,桜沢,秩父鉄道,36.128668,139.208232,896,917,907
東京都,桜田門,東京メトロ有楽町線,35.677421,139.752097,13114,13207,13456
東京都,桜街道,多摩モノレール,35.73877,139.416678,3586,3593,7063
埼玉県,桶川,ＪＲ高崎線,35.9988,139.564042,52354,52968,52968
東京都,梅ケ丘,小田急小田原線,35.655922,139.653634,0,0,0
東京都,梅屋敷,京急本線,35.566793,139.728188,15879,16438,16504
東京都,梅島,東武スカイツリーライン(浅草－東武動物公園),35.772579,139.797644,34093,35343,36020
千葉県,梅郷,東武アーバンパークライン(大宮－柏),35.931313,139.891268,17269,17375,17015
神奈川県,梶が谷,東急田園都市線,35.593789,139.605697,39880,39939,39850
東京都,梶原,都電荒川線,35.750997,139.7479,2628,2628,2628
東京都,森下,都営地下鉄大江戸線,35.687976,139.798148,147061,150925,151356
埼玉県,森林公園,東武東上線,36.045236,139.374944,14499,14541,14284
東京都,椎名町,西武池袋線(池袋－飯能),35.726442,139.695016,19985,20723,20649
千葉県,椎柴,ＪＲ成田線(千葉－銚子),35.765319,140.758815,0,0,0
千葉県,検見川,京成千葉線,35.652623,140.066322,4022,4043,4050
千葉県,検見川浜,ＪＲ京葉線,35.637126,140.059212,30890,31368,31368
神奈川県,極楽寺,江ノ島電鉄,35.309068,139.528438,1890,1878,1764
千葉県,榎戸,ＪＲ総武本線,35.684069,140.288136,4350,4166,4166
埼玉県,樋口,秩父鉄道,36.130972,139.122739,239,241,219
神奈川県,横浜,横浜市営地下鉄ブルーライン,35.46547,139.621257,2285430,2481105,2101709
埼玉県,横瀬,西武秩父線,35.985544,139.097831,1811,1711,1712
千葉県,横田,ＪＲ久留里線,35.386068,140.020311,400,358,358
千葉県,横芝,ＪＲ総武本線,35.661741,140.491258,2820,2782,2782
神奈川県,横須賀,ＪＲ横須賀線,35.284101,139.655901,10842,10480,10480
神奈川県,横須賀中央,京急本線,35.27849,139.67065,67293,67300,68092
神奈川県,橋本,京王相模原線,35.594895,139.34433,227969,231110,230358
埼玉県,正丸,西武秩父線,35.9383,139.182105,236,219,194
埼玉県,武川,秩父鉄道,36.142224,139.281698,940,951,947
埼玉県,武州中川,秩父鉄道,35.958295,139.035393,264,235,241
埼玉県,武州唐沢,東武越生線,35.95194,139.309316,3056,3047,2978
埼玉県,武州日野,秩父鉄道,35.953851,139.022089,211,201,204
埼玉県,武州荒木,秩父鉄道,36.162531,139.488652,370,370,354
埼玉県,武州長瀬,東武越生線,35.941941,139.325704,4496,4461,4353
神奈川県,武蔵中原,ＪＲ南武線(川崎－立川),35.581124,139.641471,69818,70120,70120
東京都,武蔵五日市,ＪＲ五日市線,35.73224,139.228083,8854,8752,8752
東京都,武蔵境,西武多摩川線,35.701998,139.543947,165827,168901,168824
東京都,武蔵増戸,ＪＲ五日市線,35.730852,139.255914,5206,5168,5168
東京都,武蔵大和,西武多摩湖線,35.756185,139.444175,7529,7428,7389
東京都,武蔵小山,東急目黒線,35.620398,139.704409,53186,53952,53193
神奈川県,武蔵小杉,ＪＲ横須賀線,35.575736,139.659665,481621,487536,484760
東京都,武蔵小金井,ＪＲ中央本線(東京－塩尻),35.701109,139.506338,122070,125156,125156
埼玉県,武蔵嵐山,東武東上線,36.044374,139.327893,7597,7650,7287
東京都,武蔵引田,ＪＲ五日市線,35.729768,139.270245,6598,6204,6204
神奈川県,武蔵新城,ＪＲ南武線(川崎－立川),35.587234,139.629695,71756,74664,74664
東京都,武蔵新田,東急多摩川線,35.56796,139.692162,26259,26788,27182
埼玉県,武蔵横手,西武池袋線(飯能－吾野),35.885391,139.28071,314,294,295
埼玉県,武蔵浦和,ＪＲ武蔵野線,35.845624,139.646654,103698,107926,107926
神奈川県,武蔵溝ノ口,ＪＲ南武線(川崎－立川),35.59901,139.611223,169150,172692,172692
神奈川県,武蔵白石,ＪＲ鶴見線(鶴見－扇町),35.501689,139.705832,0,0,0
東京都,武蔵砂川,西武拝島線,35.72902,139.392236,11897,12203,12255
埼玉県,武蔵藤沢,西武池袋線(池袋－飯能),35.821205,139.41259,24544,24513,24182
東京都,武蔵野台,京王線,35.664196,139.511118,25728,26121,26232
東京都,武蔵関,西武新宿線,35.727524,139.576887,31393,31943,32351
埼玉県,武蔵高萩,ＪＲ川越線,35.901751,139.371479,6558,6752,6752
埼玉県,武里,東武スカイツリーライン(浅草－東武動物公園),35.949032,139.77061,16209,16084,15804
埼玉県,毛呂,ＪＲ八高線(高麗川－高崎),35.940413,139.309288,1438,1430,1430
